language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,nc,levenshtein,special,classe
"['0110100', '1110110', '00', '00000', '10101', '100', '010001']",7,5.0,4.2,2.8000000000000003,1.4,1.6,1.2,0.6000000000000001,49.0,3.1904761904761907,8.441250128480506,False
"['0101', '0', '0110110', '01010', '0100011']",5,4.8,2.7083333333333335,2.291666666666667,1.6666666666666667,1.25,0.20833333333333334,0.625,25.0,3.4,0.004546525701145853,False
"['101', '010101', '1', '110010', '1101', '0', '0111100', '011', '000']",9,3.78,4.2328042328042335,4.761904761904763,2.1164021164021167,1.851851851851852,0.7936507936507937,1.322751322751323,81.0,3.1666666666666665,5.30190760135348,False
"['11', '110011', '0010111', '111110', '1001', '0010', '100', '10']",8,4.25,3.294117647058824,4.705882352941177,1.1764705882352942,1.647058823529412,1.1764705882352942,1.4117647058823528,64.0,3.0714285714285716,8.485163366386876,False
"['101', '001101', '111', '0', '01', '1101111', '10110', '00111', '11000']",9,4.11,3.4063260340632597,5.59610705596107,1.7031630170316299,1.45985401459854,0.7299270072992701,1.9464720194647198,81.0,3.0833333333333335,41.42368204888539,False
"['1111000', '1110111', '0', '1011', '1001', '1101001', '1111010', '1000111', '00111', '10']",10,5.1,3.725490196078432,6.2745098039215685,1.5686274509803924,1.9607843137254903,0.9803921568627452,1.9607843137254903,100.0,3.688888888888889,884896.1261883989,False
"['1110', '10100', '100111', '111000', '110100', '0110', '11111', '10000', '010', '00100', '010000']",11,5.0,5.800000000000001,5.200000000000001,1.4,2.4,2.0,1.4,121.0,2.618181818181818,12469249.508018497,False
"['111011', '110000', '010100', '1', '1101', '00', '10010', '10', '1001110', '10111']",10,4.4,4.545454545454545,5.454545454545454,1.5909090909090908,2.4999999999999996,1.3636363636363635,1.3636363636363635,100.0,3.311111111111111,6831.942797532002,False
"['1', '0000000', '0111001', '01', '0010010', '0', '01001']",7,4.29,4.662004662004662,2.331002331002331,1.6317016317016317,0.9324009324009324,1.6317016317016315,0.2331002331002331,49.0,4.0,0.3201231156088534,False
"['001', '1', '11', '0', '01', '00100', '110101']",7,2.86,3.4965034965034967,3.4965034965034967,1.7482517482517486,1.0489510489510492,1.0489510489510492,0.6993006993006994,49.0,2.619047619047619,0.00014743067450990858,False
"['111', '1', '11', '1101010', '111100', '01001', '111110', '1001', '011', '10']",10,3.9,3.3333333333333335,6.666666666666667,1.5384615384615385,2.0512820512820515,0.7692307692307694,2.0512820512820515,100.0,2.933333333333333,228.07695482181558,False
"['001', '0101', '0', '010', '101100', '10', '000']",7,3.14,4.45859872611465,2.5477707006369426,1.592356687898089,1.592356687898089,0.9554140127388535,0.3184713375796178,49.0,2.238095238095238,0.0004121643922522402,False
"['0111', '101', '111', '001', '10100', '110100', '100000', '11100', '00001']",9,4.44,4.729729729729729,4.279279279279279,1.351351351351351,1.5765765765765765,1.8018018018018016,0.9009009009009008,81.0,2.75,245.73833938390175,False
"['0111', '1110111', '1', '1101', '001111', '11000']",6,4.5,1.7777777777777777,4.222222222222222,0.8888888888888888,0.6666666666666666,0.4444444444444444,1.5555555555555554,36.0,3.466666666666667,0.04615459782980358,False
"['000010', '1101100', '0110', '0011011', '1000', '0011', '010111', '10101', '011011', '000']",10,5.2,5.192307692307692,4.8076923076923075,2.3076923076923075,1.923076923076923,1.346153846153846,1.7307692307692306,100.0,2.933333333333333,83322.78659406483,False
"['0010100', '001', '111', '0', '110010', '1100']",6,4.0,3.25,2.75,1.0,1.25,1.25,0.75,36.0,3.3333333333333335,0.0018391230480722862,False
"['0111', '101', '1', '110100', '01', '100101', '1001010', '10', '000']",9,3.78,4.4973544973544985,4.497354497354498,2.1164021164021167,2.380952380952381,1.0582010582010584,0.5291005291005292,81.0,3.0,3.8401924469055815,False
"['0111', '101', '11', '011101', '10101', '0101100', '011', '0011101']",8,4.62,3.0303030303030303,4.978354978354979,2.380952380952381,1.5151515151515151,0.4329004329004329,1.2987012987012987,64.0,2.7142857142857144,34.53746823423856,False
"['101', '01', '1', '0011']",4,2.5,1.6,2.4000000000000004,1.2000000000000002,0.4,0.4,0.4,16.0,1.8333333333333333,7.185341719878403e-07,False
"['0000', '11', '0', '1101', '01', '111110', '10']",7,3.0,3.0,4.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,49.0,2.8095238095238093,6.662269045410017e-05,False
"['0110000', '1', '011100', '1010000', '010', '1011', '100', '10111']",8,4.5,4.222222222222222,3.7777777777777777,1.3333333333333335,1.7777777777777781,1.3333333333333335,0.8888888888888888,64.0,3.392857142857143,13.600319319809557,False
"['010101', '1', '0', '00000', '0100', '0010', '0000001', '100', '01011', '01010']",10,4.1,6.8292682926829285,3.1707317073170733,2.439024390243903,1.9512195121951221,1.9512195121951221,0.24390243902439027,100.0,2.911111111111111,307.29703523774765,False
"['11101', '0101', '1', '1111001', '0', '100001', '010011', '0011', '00101', '10']",10,4.1,4.634146341463415,5.365853658536587,2.439024390243903,1.707317073170732,1.4634146341463417,1.2195121951219514,100.0,3.2,839.5813099516421,False
"['100011', '1', '00', '10110', '000001', '00100', '0010', '00111', '01010', '000']",10,4.2,6.428571428571429,3.5714285714285716,1.9047619047619047,1.6666666666666665,2.142857142857143,0.7142857142857142,100.0,2.7777777777777777,1017.1581139573984,False
"['11101', '101', '1', '11', '0001001', '0', '01', '01001', '000111', '100']",10,3.5,4.857142857142857,5.1428571428571415,2.2857142857142856,1.4285714285714284,1.4285714285714284,0.8571428571428571,100.0,2.933333333333333,13.280193033841359,False
"['001', '0', '01100', '00111', '0000010']",5,4.2,3.333333333333333,1.6666666666666665,0.9523809523809523,0.47619047619047616,1.1904761904761902,0.47619047619047616,25.0,3.6,0.0002597071574987807,False
"['010110', '00', '10110', '0010', '1100', '11010', '10010']",7,4.43,3.8374717832957113,3.160270880361174,1.3544018058690745,2.2573363431151243,0.9029345372460498,0.9029345372460498,49.0,2.0952380952380953,0.44208974539046886,False
"['0000', '001', '0101', '1', '1101', '0011']",6,3.33,3.303303303303303,2.7027027027027026,1.5015015015015014,0.6006006006006006,1.2012012012012012,0.6006006006006006,36.0,2.2666666666666666,7.77736119202275e-06,False
"['10100', '110011', '00', '110010', '0100', '010001']",6,4.83,3.5196687370600412,2.4844720496894412,1.2422360248447204,1.4492753623188408,1.2422360248447206,0.6211180124223602,36.0,2.7333333333333334,0.24191353185423853,False
"['1110', '1', '11', '010', '1011', '01100', '0000100', '10001', '1111']",9,3.89,4.113110539845758,4.884318766066839,1.2853470437017993,1.542416452442159,1.2853470437017993,1.5424164524421593,81.0,2.9722222222222223,14.805009244053617,False
"['011001', '0101', '01101', '0', '0001110', '010', '01001', '0101000', '1100', '10']",10,4.4,5.681818181818182,4.3181818181818175,2.727272727272727,2.2727272727272725,1.1363636363636362,0.9090909090909091,100.0,2.8666666666666667,2896.9535490971175,False
"['001', '0101010', '111', '01101', '11', '0', '00', '01', '1001011', '0100']",10,3.6,4.999999999999999,4.999999999999999,2.7777777777777777,1.9444444444444446,1.1111111111111112,1.1111111111111112,100.0,2.933333333333333,4.77116459269906,False
"['1011110', '000000', '001101', '110', '0', '00', '01', '1000001', '10010', '1000101']",10,4.6,6.086956521739132,3.91304347826087,1.7391304347826089,1.956521739130435,1.956521739130435,0.8695652173913044,100.0,3.6,21495.2535118053,False
"['0000', '001', '1', '01', '1110001', '11110']",6,3.67,2.9972752043596733,2.9972752043596733,0.8174386920980927,0.5449591280653951,1.0899182561307903,0.8174386920980927,36.0,3.4,3.944069771449704e-05,False
"['01', '11', '1110101', '0']",4,3.0,1.3333333333333333,2.666666666666667,1.0,0.6666666666666666,0.0,0.6666666666666666,16.0,3.3333333333333335,2.1067297141061714e-06,False
"['1110011', '11', '0', '00', '100101', '0011110']",6,4.17,2.6378896882494005,3.3573141486810556,0.9592326139088729,0.9592326139088729,0.9592326139088729,1.1990407673860912,36.0,4.133333333333334,0.021038135676055596,False
"['0111', '1', '11', '100010', '1010', '0111100']",6,4.0,2.5,3.5,1.0,1.25,0.5,1.0,36.0,3.466666666666667,0.005773581861721277,False
"['011001', '110', '11', '0']",4,3.0,1.6666666666666665,2.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,16.0,2.8333333333333335,1.7199066866394903e-06,False
"['001', '1', '000110', '11', '0']",5,2.6,2.692307692307692,2.3076923076923075,0.7692307692307692,0.3846153846153846,0.7692307692307692,0.7692307692307692,25.0,2.7,1.3226851906925222e-06,False
"['0000011', '10100', '100111', '11', '0', '0001', '0000100', '1000110', '0011', '011011', '10']",11,4.64,6.250000000000001,4.741379310344828,1.9396551724137931,1.7241379310344827,2.1551724137931036,1.5086206896551726,121.0,3.4727272727272727,24242.87363448125,False
"['1101101', '00011', '0101', '100000', '01', '1111', '01010', '10', '1100101']",9,4.67,4.282655246252677,4.710920770877944,2.1413276231263385,1.9271948608137044,0.8565310492505354,1.2847965738758031,81.0,3.1944444444444446,1732.524567129088,False
"['0111', '110', '1001', '1100', '100']",5,3.6,2.2222222222222223,2.7777777777777777,0.5555555555555556,1.1111111111111112,0.8333333333333334,0.8333333333333334,25.0,1.9,0.00010666998530322058,False
"['110110', '001', '1', '1010', '11110', '10', '000']",7,3.43,3.206997084548105,3.790087463556851,0.8746355685131194,1.749271137026239,0.5830903790087463,1.1661807580174925,49.0,2.7142857142857144,0.008447207159727023,False
"['101', '1100', '0110', '10110', '0011', '1010', '1111', '00001']",8,4.12,3.6407766990291264,4.368932038834951,1.4563106796116503,1.6990291262135921,0.970873786407767,1.4563106796116505,64.0,2.2857142857142856,3.2246145064167284,False
"['001', '0101010', '11', '001111', '1000', '10', '000']",7,3.86,3.886010362694301,3.108808290155441,1.295336787564767,1.295336787564767,1.0362694300518136,0.7772020725388602,49.0,3.0476190476190474,0.013303203998687677,False
"['0000', '000000', '0', '0001', '0100011', '10']",6,4.0,4.75,1.25,0.75,0.5,1.75,0.25,36.0,3.2666666666666666,4.533732257405186e-07,False
"['001100', '1', '00', '00101', '0010011']",5,4.2,3.095238095238095,1.9047619047619047,1.1904761904761902,0.7142857142857142,1.4285714285714284,0.47619047619047616,25.0,3.6,0.0003412852224203292,False
"['101011', '010100', '110', '0', '00', '100010', '011000', '10101']",8,4.38,4.566210045662101,3.4246575342465757,1.8264840182648403,2.2831050228310503,0.9132420091324202,0.6849315068493151,64.0,3.142857142857143,12.093202166046737,False
"['1001101', '01000', '11', '0', '00', '1000']",6,3.5,3.714285714285714,2.2857142857142856,0.8571428571428571,1.1428571428571428,1.1428571428571428,0.5714285714285714,36.0,3.2,0.0008776695606852263,False
"['111011', '001', '11', '110011', '1101111', '0011000', '010', '100101', '0011']",9,4.89,3.6809815950920246,5.316973415132924,1.8404907975460123,1.4314928425357873,1.2269938650306749,2.044989775051125,81.0,3.2222222222222223,7526.128530835789,False
"['0110111', '111', '0110', '110010', '00', '0011101']",6,4.83,2.484472049689441,3.5196687370600412,1.2422360248447204,1.0351966873706004,0.6211180124223602,1.2422360248447206,36.0,3.4,0.16261747045857494,False
"['111011', '1', '0', '00', '01', '0100', '10101', '1111']",8,3.12,3.205128205128205,4.8076923076923075,1.6025641025641024,1.282051282051282,0.641025641025641,1.282051282051282,64.0,2.8214285714285716,0.016224588430697243,False
"['00', '1001', '01011', '011', '100']",5,3.4,2.6470588235294117,2.3529411764705883,1.1764705882352942,0.8823529411764706,0.8823529411764706,0.5882352941176471,25.0,2.1,1.5942099996497794e-05,False
"['0000010', '1110', '0010', '0']",4,4.0,2.75,1.25,0.5,0.75,0.75,0.25,16.0,3.6666666666666665,1.5348139476903795e-06,False
"['0111', '110000', '110', '11', '0', '000']",6,3.17,3.1545741324921135,2.8391167192429023,0.31545741324921134,0.6309148264984227,0.946372239747634,1.2618296529968454,36.0,2.8,0.0001763469337259573,False
"['110', '00', '011110', '0100110', '100', '000']",6,4.0,3.5,2.5,0.75,1.25,1.0,1.0,36.0,2.8,0.00889494421748516,False
"['0000', '1101101', '10100', '1', '110', '000111', '0100', '01110']",8,4.38,4.109589041095891,3.8812785388127855,1.3698630136986303,1.5981735159817354,1.1415525114155252,1.1415525114155252,64.0,3.1785714285714284,0.9564848124960642,False
"['001', '11', '0', '00', '010', '1011', '0011100', '100', '10']",9,3.0,5.0,4.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.0,81.0,2.388888888888889,0.013650725832972553,False
"['100011', '0000', '0110', '0011001', '00', '10010', '10111', '0100101', '10', '011011', '00110']",11,4.82,6.016597510373444,4.979253112033195,2.4896265560165975,2.2821576763485476,1.8672199170124477,1.4522821576763485,121.0,2.9272727272727272,1863866.347474006,False
"['101', '00', '0001', '10110', '0100110', '01011', '10101', '011000', '0100011']",9,4.89,4.9079754601226995,4.08997955010225,2.4539877300613497,2.044989775051125,1.0224948875255624,1.0224948875255624,81.0,2.888888888888889,5108.384051324012,False
"['0000', '110', '11', '0', '100100', '01', '00010']",7,3.29,4.559270516717325,2.43161094224924,0.9118541033434651,1.21580547112462,1.519756838905775,0.60790273556231,49.0,2.7142857142857144,0.00026561253687846554,False
"['1010100', '0111', '0000', '1110', '1', '101010', '01', '110001', '00101', '1100']",10,4.3,5.116279069767442,4.883720930232558,2.0930232558139537,2.3255813953488373,1.3953488372093024,0.9302325581395349,100.0,3.0,2413.5883731729164,False
"['0101010', '1101', '0', '10011', '000001', '0011', '10']",7,4.14,3.8647342995169085,3.1400966183574885,1.6908212560386473,1.4492753623188406,0.9661835748792271,0.7246376811594204,49.0,3.238095238095238,0.10674565169026154,False
"['1000010', '01000', '1', '100111', '1001111', '0001', '1011', '0001100', '1100000', '000']",10,5.1,5.882352941176471,4.11764705882353,1.3725490196078431,1.5686274509803921,2.1568627450980395,1.1764705882352942,100.0,3.5555555555555554,484954.356723777,False
"['11', '1001111', '0', '011100', '1000', '110001', '00100', '0100', '011011']",9,4.56,4.605263157894737,4.385964912280702,1.5350877192982457,1.5350877192982457,1.5350877192982457,1.5350877192982457,81.0,3.4444444444444446,919.468524464902,False
"['110', '10100', '11', '10011', '10']",5,3.4,2.0588235294117645,2.941176470588235,0.5882352941176471,1.4705882352941178,0.5882352941176471,0.8823529411764706,25.0,2.3,9.067963641297426e-05,False
"['110110', '00', '0001010', '1101111', '0011', '110101', '010000', '100', '000']",9,4.89,4.9079754601226995,4.08997955010225,1.6359918200408998,1.8404907975460123,1.4314928425357873,1.4314928425357873,81.0,3.3055555555555554,6862.639002643975,False
"['01101', '110', '1', '0', '01', '100', '1111111']",7,3.14,2.229299363057325,4.777070063694268,0.9554140127388535,0.9554140127388535,0.3184713375796178,1.5923566878980893,49.0,3.142857142857143,0.0010767435851877654,False
"['0111', '101', '1', '1101', '0', '01', '0001', '011011', '1100101', '000']",10,3.5,4.571428571428571,5.428571428571427,2.571428571428571,1.4285714285714284,0.8571428571428571,1.4285714285714284,100.0,2.7777777777777777,6.912475515142209,False
"['011', '111', '1101', '100000', '011101', '0000110', '100101', '110111', '1100', '10', '011011']",11,4.82,4.771784232365145,6.224066390041493,2.0746887966804977,2.0746887966804977,1.2448132780082986,2.0746887966804977,121.0,3.1272727272727274,1694637.1915858297,False
"['0001000', '0', '00', '010', '01001']",5,3.6,3.8888888888888884,1.1111111111111112,1.1111111111111112,0.8333333333333334,1.1111111111111112,0.0,25.0,3.1,1.3690207662406816e-05,False
"['0000', '0', '1100111', '010', '10110', '110101', '00001', '10']",8,4.12,4.368932038834951,3.640776699029126,1.4563106796116503,1.6990291262135924,1.2135922330097086,0.970873786407767,64.0,3.2857142857142856,0.11267674276875944,False
"['000010', '0000', '01111', '0', '01', '111100', '101110', '00101', '0010001']",9,4.67,5.139186295503213,3.8543897216274097,1.7130620985010707,1.2847965738758031,1.7130620985010707,1.0706638115631693,81.0,3.5,64.46353266855417,False
"['1000011', '1', '11', '0', '101111', '100100', '1000', '00', '0100', '11011', '11001']",11,3.91,5.3708439897698215,5.626598465473146,1.5345268542199488,2.0460358056265986,2.0460358056265986,1.7902813299232738,121.0,3.2181818181818183,1764.9138590012747,False
"['0111', '001100', '1', '00', '01011']",5,3.6,2.5,2.5,1.1111111111111112,0.5555555555555556,0.8333333333333334,0.8333333333333334,25.0,3.1,9.807752282858974e-05,False
"['100011', '110001', '1', '01111']",4,4.5,1.5555555555555554,2.444444444444444,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.8888888888888888,16.0,3.8333333333333335,0.00015238227665067162,False
"['0111', '01000', '1', '00', '00100', '0100', '011']",7,3.43,4.373177842565597,2.6239067055393583,1.4577259475218658,0.8746355685131194,1.4577259475218658,0.5830903790087463,49.0,2.4761904761904763,0.004527259656424857,False
"['101', '1110', '1', '0', '00', '01', '0001', '0101100', '011011']",9,3.33,4.504504504504505,4.504504504504505,2.1021021021021022,1.5015015015015014,0.9009009009009009,1.2012012012012012,81.0,2.9722222222222223,0.36642611404269354,False
"['1', '0110', '00', '01', '0001', '11110', '01011', '11011', '0010101', '100']",10,3.8,4.7368421052631575,5.2631578947368425,2.3684210526315788,1.8421052631578947,1.0526315789473684,1.5789473684210527,100.0,2.8666666666666667,78.85401220580549,False
"['1110', '000101', '0', '00', '1001', '1111', '11000']",7,3.71,3.504043126684636,3.504043126684636,0.8086253369272236,1.0781671159029649,1.0781671159029649,1.0781671159029649,49.0,3.0476190476190474,0.03508921475959329,False
"['101011', '0', '0100110', '10', '000']",5,3.8,2.894736842105263,2.1052631578947367,1.0526315789473684,1.3157894736842104,0.5263157894736842,0.5263157894736842,25.0,3.6,0.0002940587060927788,False
"['0000', '0101', '1', '00', '10001']",5,3.2,3.4375,1.5625,0.9375,0.625,1.25,0.0,25.0,2.6,1.185425406752732e-06,False
"['101011', '1110011', '011', '1', '101111', '1001', '0100', '010000', '00001', '10']",10,4.4,4.7727272727272725,5.2272727272727275,2.0454545454545454,1.8181818181818181,1.5909090909090908,1.3636363636363635,100.0,3.2,5019.444688018078,False
