language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,entropy,special,classe
"['010', '111000', '000', '011', '1', '0111011', '1001', '101', '0010000', '000010']",10,4.3,5.813953488372094,4.186046511627907,1.8604651162790697,1.627906976744186,1.8604651162790697,0.9302325581395349,0.6859703270960782,0,1315.2390353124504,False
"['1010000', '010111', '1001111', '011', '1', '01011', '0', '0000']",8,4.25,4.0,4.0,1.6470588235294117,1.1764705882352942,1.176470588235294,1.1764705882352942,0.5667229249621137,1,5.608390366160023,False
"['010', '011', '1', '1001', '00011', '0', '101', '1011011', '11001']",9,3.56,3.9325842696629216,5.056179775280899,2.247191011235955,1.6853932584269664,0.8426966292134832,1.404494382022472,0.7288788066266041,0,0.613610039167657,False
"['0101100', '0', '1001', '1', '010011', '0101010', '1100111', '01']",8,4.38,3.8812785388127855,4.109589041095891,2.28310502283105,1.8264840182648403,0.9132420091324202,0.9132420091324202,0.7291971050793917,0,6.1829911985907,False
"['100', '00', '00010', '111000', '010111', '001', '0010', '10', '01']",9,3.67,5.4495912806539515,3.5422343324250685,1.6348773841961854,1.6348773841961854,1.6348773841961854,0.5449591280653951,0.8097881912788849,1,1.9961047729903876,False
"['100101', '10011', '1', '010010', '010011', '110', '10111']",7,4.57,3.0634573304157544,3.938730853391685,1.75054704595186,1.75054704595186,0.87527352297593,0.87527352297593,0.7899243367787155,0,1.4998884173028282,False
"['011011', '000', '0101', '0001', '0', '0110011', '01']",7,3.86,3.886010362694301,3.108808290155441,2.072538860103627,0.7772020725388602,0.7772020725388602,1.0362694300518136,0.673543156363982,0,0.03369475339746784,False
"['00101', '11', '0111000', '0011', '0001011', '0', '0010', '10']",8,4.0,4.5,3.5,1.75,1.25,1.25,1.0,0.7190856238727881,0,0.4089107107220106,False
"['010', '1100101', '0100', '00', '1', '0', '0010']",7,3.14,4.45859872611465,2.5477707006369426,1.592356687898089,1.592356687898089,1.2738853503184713,0.3184713375796178,0.5037257455724296,0,0.0008695080503576319,False
"['010', '0101111', '00101', '11101', '1', '010010', '0001', '001', '10']",9,4.0,4.5,4.5,2.5,1.75,1.0,0.75,0.7913516538368071,0,9.403179817461865,False
"['00100', '010001', '101101', '0', '101', '001', '0010']",7,4.0,4.25,2.75,2.0,1.5,1.25,0.25,0.7437699365092075,1,0.021317142034534872,False
"['100', '1101', '010111', '000', '1111', '011', '1']",7,3.43,2.6239067055393583,4.373177842565597,1.1661807580174925,0.8746355685131194,0.5830903790087463,1.4577259475218658,0.5094522323746574,1,0.006025107345766915,False
"['0', '010', '101011', '00']",4,3.0,2.333333333333333,1.6666666666666665,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4591479170272448,1,7.112552440516393e-07,False
"['1010', '1111010', '1', '0000100', '00110', '001', '0010000', '01']",8,4.5,4.888888888888888,3.1111111111111116,1.5555555555555558,1.5555555555555558,1.7777777777777777,0.6666666666666666,0.7419640692800554,0,24.467929252002392,False
"['10110', '011100', '110', '000', '0', '1', '1001', '0010', '10']",9,3.22,4.968944099378882,4.037267080745341,1.2422360248447204,2.1739130434782608,1.2422360248447204,0.9316770186335404,0.6333916169964767,1,0.17406435528030392,False
"['01001', '0100110', '000', '11', '001010', '0101000', '111111', '110', '01']",9,4.56,4.605263157894737,4.385964912280702,1.973684210526316,1.7543859649122808,1.0964912280701755,1.3157894736842106,0.6284323296849478,0,295.2838870762741,False
"['000', '1', '0001100', '0001', '011101', '110', '0110']",7,4.0,4.0,3.0,1.25,1.0,1.0,1.0,0.6444271944478205,0,0.010910718428761228,False
"['110101', '00', '1', '010010', '0011', '0', '001']",7,3.29,3.9513677811550147,3.03951367781155,1.82370820668693,1.21580547112462,1.21580547112462,0.60790273556231,0.536412500309067,0,0.004140288079408457,False
"['010', '1111', '100000', '0111100', '0', '101']",6,4.0,3.0,3.0,0.75,1.0,0.75,1.0,0.5786403709652641,0,0.004316671160191512,False
"['01001', '111100', '010111', '1101011', '0101', '1', '0', '11110', '10']",9,4.11,3.40632603406326,5.59610705596107,1.94647201946472,1.9464720194647198,0.48661800486618,1.7031630170316299,0.7102878806686268,1,19.73686358195591,False
"['0', '001001', '1110100', '01']",4,4.0,2.25,1.75,1.0,0.75,0.75,0.25,0.7258809925221853,1,5.275143060049658e-06,False
"['0111001', '11', '10011', '101010', '011', '1', '00100', '01011', '110', '001111', '10']",11,4.09,4.645476772616137,6.356968215158924,2.444987775061125,2.2004889975550124,1.2224938875305624,1.9559902200488999,0.7639949929085837,0,6018.416348569701,False
"['11101', '111', '01010', '01101', '100111', '1', '0', '1110000', '1011111', '000110']",10,4.6,3.91304347826087,6.086956521739131,1.7391304347826089,1.739130434782609,0.8695652173913044,1.7391304347826089,0.6077321866522258,0,27362.68608789817,False
"['1101000', '11', '001000', '1010101', '0001', '000111', '0']",7,4.71,4.033970276008493,2.9723991507430996,1.4861995753715498,1.2738853503184715,1.0615711252653928,0.6369426751592357,0.6331081168822844,0,4.178357097121707,False
"['010', '111100', '101010', '1', '1000001', '0', '10']",7,3.71,3.773584905660377,3.2345013477088944,1.0781671159029649,1.8867924528301887,0.8086253369272236,0.5390835579514824,0.6713874623822301,0,0.014693985491367507,False
"['010', '00', '001000', '011000', '11100', '011101', '0', '10']",8,3.88,4.896907216494846,3.0927835051546397,1.2886597938144333,1.5463917525773196,1.288659793814433,0.7731958762886599,0.6719825647833115,0,0.2837052141082095,False
"['1100', '11', '0101000', '0', '001']",5,3.4,2.9411764705882355,2.0588235294117645,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.5882352941176471,0.5562832805242242,1,8.742117232999149e-05,False
"['010', '111', '0', '1010111', '00001', '011010', '001001', '110']",8,4.25,4.0,4.0,1.8823529411764706,1.6470588235294117,0.9411764705882353,0.9411764705882353,0.6674920207021828,1,3.257469863574589,False
"['010', '0', '10011', '011', '010001', '100000', '1010011', '0000010', '111101', '10']",10,4.6,5.6521739130434785,4.347826086956522,1.956521739130435,1.956521739130435,1.5217391304347827,1.0869565217391304,0.7602783854531425,0,8426.821572062925,False
"['0', '0100', '0100011', '011']",4,3.75,2.4,1.6,1.0666666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.6787005236369685,0,4.553489347517732e-06,False
"['1100', '111', '0111', '11', '010100', '110011', '0110000', '0000100', '1011111', '10']",10,4.8,4.583333333333333,5.416666666666667,1.4583333333333333,1.6666666666666665,1.6666666666666667,1.875,0.6694335918299398,0,94657.5562204304,False
"['01000', '0100', '00', '010111', '11', '0111100', '1001', '001']",8,4.12,4.368932038834951,3.6407766990291264,1.699029126213592,1.2135922330097086,1.4563106796116503,0.970873786407767,0.6693782529362158,1,1.1522318030129104,False
"['111', '11', '1111', '0101110', '001011', '0', '10']",7,3.57,2.2408963585434174,4.761904761904762,1.1204481792717087,1.1204481792717087,0.2801120448179272,1.6806722689075628,0.4264611622906074,1,0.0199130897192814,False
"['1001010', '0101001', '010100', '00011', '0', '100100', '11110', '10', '01']",9,4.56,5.043859649122807,3.947368421052632,2.192982456140351,2.412280701754386,1.3157894736842106,0.6578947368421053,0.8333251810577236,0,590.1040303608844,False
"['101001', '010', '111', '0111', '1101', '00', '0', '101', '11000']",9,3.44,4.069767441860465,4.941860465116279,1.7441860465116281,1.7441860465116281,0.872093023255814,1.1627906976744187,0.6033442790535459,1,0.6414914661063214,False
"['00', '0', '1', '001', '0100101', '10000', '110', '0000', '11110']",9,3.44,5.523255813953488,3.488372093023256,1.1627906976744187,1.4534883720930234,2.0348837209302326,0.872093023255814,0.4739639993242173,0,0.07205595440845566,False
"['010', '0111', '11', '0101', '100000', '0', '111101']",7,3.71,3.2345013477088944,3.773584905660377,1.3477088948787062,1.0781671159029649,0.5390835579514824,1.0781671159029649,0.5756598288300473,0,0.012410165105456455,False
"['0101100', '0000111', '0100111', '1', '0', '001']",6,4.33,3.233256351039261,2.7713625866050804,1.3856812933025404,0.6928406466512702,1.1547344110854503,0.6928406466512702,0.6456633736928741,0,0.016012677174998432,False
"['01000', '1010', '011', '0', '101', '0000', '11010', '0110011']",8,4.0,4.5,3.5,1.75,1.75,1.0,1.0,0.6893373116856577,0,0.603685526583851,False
"['010', '1101', '1111001', '0101', '1', '0001100', '0000001', '0101000', '10010', '10']",10,4.7,5.744680851063829,4.25531914893617,2.127659574468085,2.127659574468085,1.7021276595744683,0.851063829787234,0.7881559037250512,0,21013.384539677685,False
"['100', '010', '001000', '1000', '011101', '0001', '0', '1111011', '10']",9,4.0,5.0,4.0,1.5,1.75,1.25,1.0,0.7354598834791574,0,16.938090728791128,False
"['00', '11', '110', '001', '1011010', '01']",6,3.17,2.839116719242902,3.1545741324921135,1.2618296529968454,1.2618296529968454,0.6309148264984227,0.946372239747634,0.6369699673572051,0,8.578944465606483e-05,False
"['00', '11011', '011', '100000', '0', '001111']",6,3.83,3.1331592689295036,2.8720626631853783,0.7832898172323759,0.5221932114882506,1.0443864229765012,1.3054830287206265,0.534757030774116,1,0.0012465399789363077,False
"['11', '110011', '1111', '101', '001', '0000010', '0001011']",7,4.57,3.2822757111597376,3.7199124726477018,1.312910284463895,0.87527352297593,1.0940919037199124,1.312910284463895,0.618826916682864,1,2.4322101789074924,False
"['0100110', '0100', '1011', '0', '10010']",5,4.2,2.857142857142857,2.142857142857143,1.1904761904761905,1.4285714285714284,0.7142857142857142,0.47619047619047616,0.7157469958814373,1,0.0005219282487373555,False
"['111', '0100', '1', '10101', '0', '001', '10', '01']",8,2.62,3.8167938931297707,4.198473282442748,1.9083969465648853,1.5267175572519083,0.7633587786259541,0.38167938931297707,0.5875655691210364,1,0.0009952046630725677,False
"['000', '11011', '0001', '11100', '110110', '0', '001', '0010', '11000']",9,4.0,5.0,4.0,1.25,1.5,1.5,1.5,0.6803308000915493,0,3.3643239859975056,False
"['010', '00', '010111', '11', '11111', '1000', '1', '101', '001']",9,3.22,3.726708074534161,5.279503105590063,1.5527950310559004,1.2422360248447204,0.9316770186335404,1.2422360248447204,0.4982734956307879,1,0.06493647843654803,False
"['111', '01', '11', '110011', '111010', '1110', '000011', '000100', '0110']",9,4.33,3.926096997690531,5.080831408775981,1.3856812933025404,1.3856812933025404,1.1547344110854503,1.8475750577367207,0.6906875609189951,0,237.81777978112362,False
"['00', '11', '0001', '0101000', '01']",5,3.4,3.235294117647059,1.7647058823529413,1.1764705882352942,0.5882352941176471,0.8823529411764706,0.29411764705882354,0.5348797386051528,0,2.1004074452701566e-05,False
"['1101', '00', '11', '01110', '10000', '100000', '01']",7,3.71,4.0431266846361185,2.964959568733153,0.8086253369272236,1.0781671159029649,1.3477088948787062,0.8086253369272236,0.5934541764927882,1,0.032937176838624814,False
"['011110', '011000', '1011', '1110', '0', '111101', '0110']",7,4.43,2.7088036117381495,4.288939051918737,1.1286681715575622,1.3544018058690745,0.22573363431151244,1.8058690744920993,0.729881476953657,1,0.6058480333115116,False
"['1010', '1100010', '1', '1000110', '101', '10', '01']",7,3.71,3.5040431266846355,3.504043126684636,1.3477088948787062,2.1563342318059298,0.5390835579514824,0.5390835579514824,0.8412503008747133,1,0.026845718350980683,False
"['0000111', '1110111', '00', '11', '1', '011101', '0']",7,3.71,2.6954177897574123,4.3126684636118595,1.0781671159029649,0.5390835579514824,0.8086253369272236,1.3477088948787062,0.35645667838158124,0,0.002470910225006577,False
"['0', '0000000', '1011', '00']",4,3.5,3.1428571428571423,0.8571428571428571,0.2857142857142857,0.2857142857142857,1.1428571428571428,0.2857142857142857,0.2028195311147832,1,4.575326131326334e-08,False
"['0011011', '0011000', '11', '000', '1', '0', '10']",7,3.29,3.9513677811550147,3.03951367781155,0.9118541033434651,0.9118541033434651,1.21580547112462,1.21580547112462,0.4069069578001261,0,0.0010589526969152926,False
"['011011', '11', '1000000', '1', '1010011', '001100', '0110100', '10010']",8,5.12,4.296875,3.7109375,1.5625,1.7578125,1.5625,1.171875,0.6712089141518098,1,497.99984950608524,False
"['1100', '111', '0010111', '00', '10110', '000000', '0000001', '0100011', '100000', '10001', '10']",11,4.91,6.924643584521385,4.0733197556008145,1.425661914460285,1.6293279022403255,2.6476578411405294,1.0183299389002036,0.6503684237462294,0,5490935.499214371,False
"['110000', '0110101', '00101', '0100', '1010', '00', '1', '0100010', '10101', '001100', '0010010']",11,4.91,6.720977596741343,4.2769857433808545,2.85132382892057,2.8513238289205702,2.0366598778004072,0.6109979633401221,0.7546582049677238,1,5152993.430150845,False
"['011011', '11', '0000101', '1000', '1011', '1110', '011001', '0', '1010010', '10']",10,4.3,4.883720930232559,5.116279069767443,2.0930232558139537,2.3255813953488373,1.1627906976744187,1.3953488372093024,0.7200478912032771,0,1586.9809143290147,False
"['100', '010', '11', '010000', '0001', '010011']",6,4.0,3.75,2.25,1.25,1.0,1.25,0.5,0.7163153690360776,1,0.006326408119700958,False
"['1101', '11', '011', '1011', '0001', '1010001', '00011', '101', '0000']",9,4.0,4.5,4.5,2.0,1.25,1.25,1.25,0.691844974663922,0,27.522012296091926,False
"['010', '111', '11', '1', '0010001']",5,3.2,2.1875,2.8125,0.9375,0.625,0.625,0.625,0.3562832805242241,1,2.035188250961796e-05,False
"['0111010', '11101', '01000', '11', '000', '00100', '1', '10101', '111110']",9,4.33,4.157043879907621,4.849884526558891,1.6166281755196303,1.8475750577367205,0.9237875288683602,1.1547344110854503,0.530220604088818,1,116.9421642812164,False
"['100110', '101011', '1', '0', '0110']",5,3.6,2.2222222222222223,2.7777777777777777,1.1111111111111112,1.3888888888888888,0.2777777777777778,0.8333333333333334,0.5836591668108979,0,0.0001318010039263785,False
"['10110', '1110111', '1000000', '00001', '0111110', '011101', '0', '100010', '1011010']",9,5.67,4.409171075837742,4.5855379188712515,1.5873015873015872,1.9400352733686066,1.0582010582010581,1.2345679012345678,0.7290182910240609,0,745828.2529315164,False
"['11', '11111', '1', '011000', '010011', '101']",6,3.83,2.0887728459530024,3.9164490861618795,1.0443864229765012,0.7832898172323759,0.5221932114882506,1.3054830287206265,0.4727652780181632,1,0.005801156520437303,False
"['0100', '00', '100001', '1', '01011', '0', '010110', '01']",8,3.38,4.733727810650888,3.2544378698224854,2.0710059171597637,1.4792899408284024,1.183431952662722,0.591715976331361,0.5875655691210364,1,0.0180194441586021,False
"['010', '00', '1', '10101', '0', '101', '0111111']",7,3.14,2.8662420382165603,4.140127388535031,1.592356687898089,1.2738853503184713,0.3184713375796178,0.9554140127388535,0.48560214873513935,1,0.0006879763412143702,False
"['100', '01111', '00', '000', '1111', '011000', '1011', '1110', '101', '111110', '0001011']",11,4.27,4.683840749414519,6.323185011709602,1.405152224824356,1.639344262295082,1.17096018735363,2.34192037470726,0.612238400331973,1,29732.663341458912,False
"['1100', '00', '11', '0011110', '011', '1111010', '0011010', '0', '10']",9,3.89,4.113110539845758,4.884318766066838,1.2853470437017993,1.7994858611825193,1.0282776349614395,2.056555269922879,0.6390969638544026,1,12.110487394334115,False
"['100', '111100', '00', '011', '001', '010101', '10']",7,3.57,3.641456582633053,3.361344537815126,1.4005602240896358,1.4005602240896358,1.1204481792717087,0.8403361344537815,0.8104547623168512,0,0.012309327888513017,False
"['1100', '1001000', '10110', '1011100', '11', '011', '0', '101', '10111']",9,4.11,3.8929440389294405,5.10948905109489,1.45985401459854,2.1897810218978098,0.97323600973236,1.45985401459854,0.7086465624502103,1,49.893567280480404,False
"['1101', '0111', '1000010', '100101', '11', '100111', '0', '110', '10010', '0110011', '10']",11,4.27,4.918032786885246,6.088992974238876,2.107728337236534,2.5761124121779857,1.405152224824356,1.639344262295082,0.7525861105529814,0,44801.71127119871,False
"['11', '111', '0010']",3,3.0,1.0,1.9999999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2704260414863776,0,6.904583070910651e-07,False
"['0000111', '000', '11', '01101', '11001', '010000', '011', '101111']",8,4.62,3.896103896103896,4.112554112554113,1.5151515151515151,0.8658008658008658,1.2987012987012987,1.5151515151515151,0.6431837502868484,1,3.9676995196781033,False
"['100', '1001110', '1100', '111', '0010111', '01001']",6,4.83,2.691511387163561,3.312629399585921,1.0351966873706004,1.2422360248447206,1.0351966873706004,0.8281573498964803,0.8099504500962769,0,0.21473014393726447,False
"['11', '0110011', '1']",3,3.33,0.9009009009009009,2.1021021021021022,0.6006006006006006,0.3003003003003003,0.3003003003003003,0.9009009009009009,0.3284093786780839,1,1.2076088061773446e-06,False
"['0', '11', '1', '10101']",4,2.25,1.3333333333333333,2.6666666666666665,0.8888888888888888,0.8888888888888888,0.0,0.4444444444444444,0.24273764861366715,0,2.547624777670345e-07,False
"['00', '011101', '0001', '111011', '01']",5,4.0,2.25,2.75,1.25,0.5,0.5,0.75,0.6759192760323953,1,9.922384999385659e-05,False
